<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NYMEX.PL,D,04/07/21,00:00:00,1091.0000000
NYMEX.PL,D,05/07/21,00:00:00,1102.0000000
NYMEX.PL,D,06/07/21,00:00:00,1084.2000000
NYMEX.PL,D,07/07/21,00:00:00,1083.5000000
NYMEX.PL,D,08/07/21,00:00:00,1074.0000000
NYMEX.PL,D,09/07/21,00:00:00,1098.9000000
NYMEX.PL,D,11/07/21,00:00:00,1096.3000000
NYMEX.PL,D,12/07/21,00:00:00,1115.0000000
NYMEX.PL,D,13/07/21,00:00:00,1102.2000000
NYMEX.PL,D,14/07/21,00:00:00,1127.6000000
NYMEX.PL,D,15/07/21,00:00:00,1137.5000000
NYMEX.PL,D,16/07/21,00:00:00,1101.1000000
NYMEX.PL,D,18/07/21,00:00:00,1105.2000000
NYMEX.PL,D,19/07/21,00:00:00,1074.2000000
NYMEX.PL,D,20/07/21,00:00:00,1068.0000000
NYMEX.PL,D,21/07/21,00:00:00,1080.1000000
NYMEX.PL,D,22/07/21,00:00:00,1093.7000000
NYMEX.PL,D,23/07/21,00:00:00,1059.1000000
NYMEX.PL,D,25/07/21,00:00:00,1062.5000000
NYMEX.PL,D,26/07/21,00:00:00,1065.0000000
NYMEX.PL,D,27/07/21,00:00:00,1053.8000000
NYMEX.PL,D,28/07/21,00:00:00,1067.5000000
NYMEX.PL,D,29/07/21,00:00:00,1054.2000000
NYMEX.PL,D,30/07/21,00:00:00,1045.9000000
NYMEX.PL,D,01/08/21,00:00:00,1052.8000000
NYMEX.PL,D,02/08/21,00:00:00,1052.6000000
NYMEX.PL,D,03/08/21,00:00:00,1045.0000000
NYMEX.PL,D,04/08/21,00:00:00,1018.0000000
NYMEX.PL,D,05/08/21,00:00:00,999.6000000
NYMEX.PL,D,06/08/21,00:00:00,974.5000000
NYMEX.PL,D,08/08/21,00:00:00,956.0000000
NYMEX.PL,D,09/08/21,00:00:00,971.0000000
NYMEX.PL,D,10/08/21,00:00:00,993.1000000
NYMEX.PL,D,11/08/21,00:00:00,1015.5000000
NYMEX.PL,D,12/08/21,00:00:00,1016.4000000
NYMEX.PL,D,13/08/21,00:00:00,1025.9000000
NYMEX.PL,D,15/08/21,00:00:00,1023.8000000
NYMEX.PL,D,16/08/21,00:00:00,1025.8000000
NYMEX.PL,D,17/08/21,00:00:00,995.3000000
NYMEX.PL,D,18/08/21,00:00:00,993.6000000
NYMEX.PL,D,19/08/21,00:00:00,966.7000000
NYMEX.PL,D,20/08/21,00:00:00,991.2000000
NYMEX.PL,D,22/08/21,00:00:00,988.3000000
NYMEX.PL,D,23/08/21,00:00:00,1014.7000000
NYMEX.PL,D,24/08/21,00:00:00,1007.2000000
NYMEX.PL,D,25/08/21,00:00:00,993.9000000
NYMEX.PL,D,26/08/21,00:00:00,975.5000000
